"TEAM NAMES","Series Number","Filename","Name","Description","Gender","attributes","UUID","SHA"
"","400","yemaya-the-slow","yemaya the slow","Yemaya is the Ghana goddess of rivers and waters.","Female","hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none","9609d0f4-d9d3-4cff-aa06-a9c459fefa39","9da5428c67897d4952ef1b2251fbdf5ca433608ecd44fe2ccfd9b7785f529114"
"TEAM BOOT","401","smirky-becky","smirky becky","Becky ends every statement she makes with a smirk.","Female","hair: black low cut; eyes: brown; teeth: none; clothing: animal print dress; accessories: ankara beret; expression: smirking; strength: curiosity; weakness: short sighted ","87bcc41f-eb3e-4ba2-9645-223c949a9b50","6135e58378f3bf0a1bb9d40e39fa298517e1016d05b93b8c658e51c699044414"
"","402","ankara-scarlett","ankara scarlett","Scarlett is a tailor at yaba market and she loves what she does.","Female","hair: orange bun; eyes: closed; teeth: none; clothing: ankara mixed with black material dress; accessories: none; expression: unethusiastic; strength: fashion; weakness: timidity","66d0149f-5f2a-4ded-8e6b-9bd7d7631c39","9b203f4114d1e940b44b40fe6aca30074f526c6586d91dd26286a8313d539f20"
"","403","sea-rastafaria","sea rastafaria","Ronke is the ghetto goddess that nobody wants to mess with; stay clear.","Female","hair: purple dreadlocks; eyes: closed; teeth: none; clothing: blue one hand dress; accessories: none; expression: unfazed; strength: intellect; weakness: impatient","d1556c97-9075-49fc-8bde-1826bfc2dbe1","854624991744f2f31e7196134d5bf4736411fefc111cdc9e102dc80d04737ff2"
"","404","pretty-betty","pretty betty","Betty is very proud of her beauty and does not hesitate to flaunt it.","Female","hair: orange bob; eyes: closed; teeth: none; clothing: orange one hand ankara print; accessories: none; expression: stoic; strength: beauty; weakness: pride","6a4f5b7c-914d-42c5-8e5f-d1c34ca48886","1d160320c6faa948ce564cc53c441999683ef354c33c558a68a90bd0824b807d"
"","405","lola-medusa","lola medusa","Lola is the head maketer at her firm and she is the best at negotiating.","Female","hair: long red braids; eyes: closed; teeth: none; clothing: geometric ankara print; accessories: none; expression: unfazed; strength: conviction; weakness: narcissism","32ec57f7-8272-4671-ad2d-db3dff99fe9f","e4266a5f84d19e5fc63f9f8d6a8a550e77704ee916b455973a754571415ea41d"
"","406","bukola-nosend","bukola nosend","Bukola is friends with many but always get moody.","Female","hair: brunette bob; eyes: brown; teeth: none; clothing: blue and yellow ankara print dress; accessories: none; expression: moody; strength: ideation; weakness: procrastination ","59d19b13-09e2-412e-a669-df020e03ae10","f3d5e29c28f7b01324062ed7a2d5b71fb148da6e625aa2ff401777ea446f0b59"
"","407","burna-morgan","burna morgan","Morgan paints the town red with her red hair.","Female","hair: two brunette buns; eyes: brown; teeth: none; clothing: ankara  dungarees; accessories: tobacco pipe; expression: none; strength: fighting; weakness: bossy ","d08af477-de20-4780-8449-46b87840b9fa","e9e22841a4d84dd87da9b550b985446639da25cb9435e54f41b3893f508ddd4f"
"","408","afro-star","afro star","Bimbo is an afro star with great affluence.","Female","hair: orange afro; eyes: brown; teeth: none; clothing: ghana kente dress; accessories: none; expression: inspired; strength: money; weakness: aggresive ","40743b16-ae12-4b4a-989c-e5fbf1e2e0ca","1a11209450ea48b5e2e2fc09a4bd2afbdd7530e1b5a075ba6d43d87d45a59716"
"","409","fiesty-sandra","fiesty sandra","Sandra is a social animal; correct owambe ambassador.","Female","hair: brown bun; eyes: brown; teeth: none; clothing: yellow ankara dress; accessories: purple bubblegum; expression: none; strength: relating with people; weakness: short attention span","d875aa6c-3e4a-4450-b09c-e9f1cdcc3947","75917ecafab7aa84bfac852ed047ffde943d469d4f279f008ea2bac5fe3d7b7f"
"","410","sister-nkechi-sabi","sister nkechi sabi","Nkechi is the true definition of amebo; always in peoples business.","Female","hair: black low cut; eyes: brown; teeth: none; clothing: yellow patterned ankara dress; accessories: ankara beret; expression: none; strength: amebo; weakness: keeping quiet","a728a380-1d33-4080-841d-80b041474d8f","d7425e0780e315de471e76524859fe72bbdebcf7326aa2b1e5475fa1cbb068cc"
"","411","unfriendly-gina","unfriendly gina","Gina is an angry one; she has no friends but has a lot of money.","Female","hair: orange bun; eyes: brown; teeth: none; clothing: animal print dress; accessories: none; expression: stoic; strength: anger; weakness: peace","dd30a327-8a74-40a5-8207-19a790508ccc","4701cebb137c05a48fa4463890503d158cbe586901c41e91426ad3f2dae17425"
"","412","dada-ganster","dada ganster","Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.","Female","hair: purple dreadlock; eyes: brown; teeth: vampiric; clothing: ankara mixed with black material dress; accessories: none; expression: annoyed; strength: finding trouble; weakness: impulsive","e1a43f65-aad2-4385-ac5e-bc159c6e0f2a","8e4f4fa6a3f656f5485f0b66b53ceee87f7b503057542aadf7ad5579077573bc"
"","413","idoncare-linda","idoncare linda","Linda is a carefree woman that pays little attention to whatever is happening round her.","Female","hair: orange bob; eyes: brown; teeth: none; clothing: blue one hand dress; accessories: none; expression: mischievous; strength: instigating arguments; weakness: needs to be right","ed04b47c-ae98-4db2-b71b-04d7bb976d45","06b3694f72e710a147f50a3f00586c692d916a348b95b279e7731da3e325a8ff"
"","414","doubting-vivian","doubting vivian","Vivian just like the thomas in the bible; she doubts all.","Female","hair: long red braid; eyes: brown; teeth: none; clothing: red ankara one hand dress; accessories: none; expression: pissed; strength: logic; weakness: trust issues","a0282797-44ef-4bfb-a701-e4ed5e727d63","b36e7b1dd734c5cfe4943037d3a8a839d368c82e1f4104f0edea9011ac0332dd"
"","415","simbi-side-eyed","simbi side eyed","Simbi is reserved but doesn't allow anyone intimidate her.","Female","hair: two orange buns; eyes: brown; teeth: none; clothing: geometric ankara dress; accessories: none; expression: annoyed; strength: communication; weakness: stubborn","1f99104c-e98b-4c9a-9891-00a481e86008","37cd0e663d935d65a051c99696553f48efcdfcdc83d04dc921ac19994390aba5"
"","416","bambi-tekno","bambi tekno","Bambi is the dancer of the team; anytime she hears a beat shes on her feet.","Female","hair: brown low buns; eyes: none; teeth: none; clothing: brown ankara dress;  accessories: yellow sunglasses; expression: cool; strength: dancing; weakness: procrastinating","95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce","de991b04e78c6f7d4a447b9b5265a3e2e3a5607a555188331093981924d2c464"
"","417","saka-portable","saka portable","Saka is forever convinced that his toothless smile is the icing on his cake.","Male","hair: none; eyes: none; teeth: none; clothing: black and blue shirt; accessories: purple cap and yellow sunglasses; expression: none; strength: confidence; weakness: stubborn","bd98f74f-e42e-494e-8298-3183555ca666","03605b32f8a29de537506b0686374c91c5f5077a10c1c396fe84f1573d310abf"
"","418","king-of-boys","king of boys","Busayo has her way of convincing people to do things her way.","Female","hair: black buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: tobacco pipe and yellow sunglasses; expression: none; strength: confidence  weakness: wickednes","a650e79c-f964-4eb1-aa89-f9c1dbdede76","195a73db5dce79ee6d78740fcf282d30a5a43926b83af2b4303730cc0b366d15"
"","419","funky-alte-pop","funky alte pop","Funke is always the life of every party; strong gen z advocate.","Female","hair: two red buns; eyes: none; teeth: none; clothing: one hand patterned ankara dress; accessories: yellow sun shades; expression: cool; strength: music; weakess: selfish","b6753a8b-6127-4e97-812b-99e465791ba3","b36868dc1cd87d1a71e146db0c644e675feb334588c90e8b0a65e5b8bf36696d"
"","420","madame-ngozi","madame ngozi","Ngozi make heads turn with her beautiful collection of materials from all over Africa.","Female","hair: red afro; eyes: none; teeth: none; clothing: ghana kente dress; accessories: yellow sunglasses; expression: pissed; strength: money; weakness: pride","7ecdbb1d-9a89-4136-b240-499051836979","07dedf149238e3ef108bcb776326118470ae7959c114e3deda3ecd05ef735ca4"
